"","LASSO","Ridge","Elastic","Unpenalized","sparsity","prop_small","num_obs"
"7529",0.980336657377737,0.982383512501667,0.9826207442509,2.44091296048395,0.5,1,200
"7530",0.977157582648803,0.990580443508501,0.984976834641605,2.1668791529187,0.5,1,200
"7531",0.948727103954341,0.947761169632866,0.948727103954341,2.0073439400011,0.5,1,200
"7532",0.866767809126484,0.86701973491968,0.868323039406858,1.83990691619159,0.5,1,200
"7533",1.02079562314984,1.02253646010045,1.02079562314984,1.92472139894757,0.5,1,200
"7534",0.954666763538961,0.944434360593909,0.945164801282147,2.1552270589781,0.5,1,200
"7535",1.0661120541025,1.08196424496331,1.06641147846309,2.18190798126377,0.5,1,200
"7536",1.00250922026053,0.996171118054671,1.00425707268403,1.80968201372446,0.5,1,200
"7537",1.00042025233612,1.02183064974866,1.00042025233612,1.65788601571273,0.5,1,200
"7538",1.08382492062175,1.08318871607002,1.08284942838288,2.58010178996469,0.5,1,200
"7539",1.02060095010285,1.04538503195158,1.02060095010285,2.21297443072681,0.5,1,200
"7540",0.975192056063453,0.989991229226757,0.975192056063453,1.9286264680369,0.5,1,200
"7541",0.96139000294917,0.961531467292142,0.970292350786878,1.81568363804627,0.5,1,200
"7542",0.948956170258352,0.958759291729186,0.948956170258352,2.00283961323037,0.5,1,200
"7543",1.03878755855852,1.03893322566031,1.03878755855852,2.08870076132611,0.5,1,200
"7544",1.01790893205865,1.02533938964132,1.01790893205865,2.0105884533098,0.5,1,200
"7545",1.00292854527974,1.03447772239588,1.00292854527974,2.1442769991722,0.5,1,200
"7546",1.01198257824552,1.01194278049891,1.01671590152438,2.40621755825963,0.5,1,200
"7547",1.11323408548791,1.07085677547253,1.09630157982415,2.03445900127228,0.5,1,200
"7548",0.975843759609193,0.975666472534044,0.975843759609193,1.70039773748139,0.5,1,200
"7549",0.971934439276635,1.01834454153686,0.973348282181048,1.89249036148149,0.5,1,200
"7550",1.02395595820941,1.01972488816842,1.02377946283012,1.71898736043384,0.5,1,200
"7551",0.957363157176848,0.957402732637398,0.957363157176848,1.08277287873895,0.5,1,800
"7552",0.984081221938238,0.998605761312737,0.984063956425913,1.22974055204928,0.5,1,800
"7553",0.98168833792308,0.982991205398195,0.981767508198136,1.06575447708726,0.5,1,800
"7554",1.12526167232147,1.12511483749747,1.12526211012483,1.22739680808352,0.5,1,800
"7555",1.06770096016994,1.06766620716588,1.06770096016994,1.19440764657367,0.5,1,800
"7556",1.00634765367921,1.01271080459786,1.00634765367921,1.20645328940041,0.5,1,800
"7557",0.977124104314163,0.976943508055275,0.977124104314163,1.1018749177972,0.5,1,800
"7558",1.01138125049868,1.01057492316051,1.01138125049868,1.09737915718458,0.5,1,800
"7559",0.958129563336698,0.962100077272789,0.958129563336698,1.10725093914363,0.5,1,800
"7560",0.988810502908763,0.988331169443603,0.988810502908763,1.1341446602403,0.5,1,800
"7561",1.01515861911393,1.01296294000531,1.01303202386769,1.1127706207744,0.5,1,800
"7562",0.952804387612356,0.952683477856998,0.952804387612356,1.08000231012632,0.5,1,800
"7563",1.02098541098688,1.02261547025704,1.022837601769,1.12136507714049,0.5,1,800
"7564",1.01854980789606,1.01832458660685,1.01854980789606,1.14417105242322,0.5,1,800
"7565",0.934799575695491,0.934848788322332,0.934799575695491,1.03138158282653,0.5,1,800
"7566",0.985043123427976,0.98254479208504,0.982071112247927,1.12009481871534,0.5,1,800
